,Sno,Title,Bed,Bath,Price,Parking,Central Heating,Washing Machine,Dryer,Dishwasher,Internet,Garden / Patio / Balcony,Microwave,Gym,Pets Allowed,Location_11 Court Manor House,Location_2 Morehampton Terrace,Location_21 Rossmore Park,Location_22 Rinawade Park,Location_41 Prospect Lawn,Location_Ballycumber,Location_Belmayne,Location_Bird Avenue,Location_Block A,Location_Bray,Location_Burkeen,Location_Burlington road,Location_Christchurch,Location_Co. Carlow,Location_Co. Cavan,Location_Co. Clare,Location_Co. Cork,Location_Co. Donegal,Location_Co. Down,Location_Co. Dublin,Location_Co. Fermanagh,Location_Co. Galway,Location_Co. Kerry,Location_Co. Kildare,Location_Co. Kilkenny,Location_Co. Laois,Location_Co. Leitrim,Location_Co. Limerick,Location_Co. Longford,Location_Co. Louth,Location_Co. Mayo,Location_Co. Meath,Location_Co. Monaghan,Location_Co. Offaly,Location_Co. Roscommon,Location_Co. Sligo,Location_Co. Tipperary,Location_Co. Waterford,Location_Co. Westmeath,Location_Co. Wexford,Location_Co. Wicklow,Location_Corglass,Location_Cork City Centre,Location_Dublin 1,Location_Dublin 10,Location_Dublin 11,Location_Dublin 12,Location_Dublin 13,Location_Dublin 14,Location_Dublin 15,Location_Dublin 16,Location_Dublin 17,Location_Dublin 18,Location_Dublin 2,Location_Dublin 20,Location_Dublin 22,Location_Dublin 24,Location_Dublin 3,Location_Dublin 4,Location_Dublin 5,Location_Dublin 6,Location_Dublin 6W,Location_Dublin 7,Location_Dublin 8,Location_Dublin 9,Location_Dublin City Centre,Location_East Wall,Location_Galway City Centre,Location_Glinsk,Location_Hazelbury Green,Location_Irishtown Road,Location_Kew Park Crescent,Location_Kincora Road,Location_Lancaster Gate,Location_Landscape Terrace,Location_Lee Road,Location_Leeson Street Upper,Location_Letterkenny,Location_Limerick City Centre,Location_Phoenix Park Racecourse,Location_Rathgar Avenue,Location_Riverbank,Location_Straffan,Location_Streamstown Lane,Location_Waterford City Centre
807,808,"Apartment N2, Edenhall, Model Farm Road",4,4,819,0,0,1,1,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
808,809,"Apartment G9, Edenhall, Bishopstown",4,4,807,0,1,1,1,0,0,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
809,810,"Penthoouse Apartment,  The Pines, Herbert Park Lane, Ballsbridge",2,2,1250,1,1,1,1,1,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
810,811,"The Pines, Herbert Park Lane Apartments, Ballsbridge",2,2,824,1,1,1,1,1,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
811,812,"Baggot Lane, Dublin 4, Ballsbridge",2,1,1000,1,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
812,813,"Laburnum, Hazeldene, Anglesea Road, Ballsbridge",4,2,1125,1,1,1,1,1,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
813,814,"Avoca Hall, Avoca Park, Blackrock",1,1,600,1,1,1,1,1,1,1,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
814,815,"cushlawn dale tallaght  , Clondalkin",2,2,500,1,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
815,816,"Apartment, Hook Head, Custom House Harbour Apartments, IFSC",2,1,700,1,0,1,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
816,817,"Apartment, Block A1, Smithfield",2,1,567,0,0,1,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
817,818,"Eden Park, Summerhill Road, Dun Laoghaire",1,1,330,0,0,1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
818,819,"The Links, Seapoint, Termonfeckin",5,4,1000,1,1,1,1,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
819,820,"Apartment 7, 26 Marlborough Street",2,1,594,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
820,821,"Flat Drumcondra Road Lower, Drumcondra",1,1,425,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
821,822,"Drumcondra Road Lower, Drumcondra",1,1,325,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
822,823,"Maple Drive, Castleknock, Castleknock",3,1,625,1,1,1,0,1,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
823,824,"Apartment, Clifden Court",2,1,575,0,1,1,0,0,0,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
824,825,"Smithfield Market, Smithfield",2,2,750,1,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
825,826,"Serpentine Avenue, Ballsbridge, Ballsbridge",1,1,543,0,0,1,1,0,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
826,827,"Serpentine Avenue, Ballsbridge",1,1,450,0,1,1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
